epoch
0
0,0.78155553,0.46890207048522103,0.8684,0.31398893389701843
1,0.88784444,0.29456412609881827,0.885,0.2944095290184021
2,0.8970444,0.2716855932248963,0.89,0.285888521528244
3,0.89266664,0.2798430339574814,0.881,0.35110313606262206
4,0.9150889,0.23583493962022994,0.8904,0.2916406769275665
5,0.9269111,0.20379492334657245,0.894,0.30685198982954026
6,0.92935556,0.19905380477541024,0.89,0.31347137557268145
7,0.94215554,0.16677889104882876,0.893,0.31549053345918654
8,0.94344443,0.16494302100936573,0.8844,0.3233214008331299
9,0.9432667,0.16609274387690756,0.8898,0.31706523209810256
